"http://www.semanticweb.org/in3067-inm713/restaurants#TheBrentwood","http://www.semanticweb.org/in3067-inm713/restaurants#148SBarringtonAve","http://www.semanticweb.org/in3067-inm713/restaurants#LosAngeles"
"http://www.semanticweb.org/in3067-inm713/restaurants#LittleCaesarsPizza","http://www.semanticweb.org/in3067-inm713/restaurants#2619RedBluffKrogerJct","http://www.semanticweb.org/in3067-inm713/restaurants#Pasadena"
"http://www.semanticweb.org/in3067-inm713/restaurants#LittlePizzaParadise","http://www.semanticweb.org/in3067-inm713/restaurants#CascadeVillageMallAcrossFromTarget","http://www.semanticweb.org/in3067-inm713/restaurants#Bend"
"http://www.semanticweb.org/in3067-inm713/restaurants#BravoPizzaHollywood","http://www.semanticweb.org/in3067-inm713/restaurants#5142HollywoodBlvd","http://www.semanticweb.org/in3067-inm713/restaurants#LosAngeles"
"http://www.semanticweb.org/in3067-inm713/restaurants#RoadhouseCafe","http://www.semanticweb.org/in3067-inm713/restaurants#478SouthSt","http://www.semanticweb.org/in3067-inm713/restaurants#Hyannis"
"http://www.semanticweb.org/in3067-inm713/restaurants#BrighamYoungUniversity","http://www.semanticweb.org/in3067-inm713/restaurants#1NUniversityHl","http://www.semanticweb.org/in3067-inm713/restaurants#Provo"
"http://www.semanticweb.org/in3067-inm713/restaurants#LukesLocker","http://www.semanticweb.org/in3067-inm713/restaurants#9595SixPinesDr","http://www.semanticweb.org/in3067-inm713/restaurants#Spring"
"http://www.semanticweb.org/in3067-inm713/restaurants#FrancescasOnChestnut","http://www.semanticweb.org/in3067-inm713/restaurants#200EChestnutSt","http://www.semanticweb.org/in3067-inm713/restaurants#Chicago"
"http://www.semanticweb.org/in3067-inm713/restaurants#CountryBagelBakery","http://www.semanticweb.org/in3067-inm713/restaurants#145EGaySt","http://www.semanticweb.org/in3067-inm713/restaurants#WestChester"
"http://www.semanticweb.org/in3067-inm713/restaurants#BucaDiBeppoSanJoseOakridge","http://www.semanticweb.org/in3067-inm713/restaurants#925BlossomHillRoadOakridgeMall","http://www.semanticweb.org/in3067-inm713/restaurants#SanJose"
"http://www.semanticweb.org/in3067-inm713/restaurants#GiovannisPizzaandPasta","http://www.semanticweb.org/in3067-inm713/restaurants#26900NewportRd","http://www.semanticweb.org/in3067-inm713/restaurants#Menifee"
"http://www.semanticweb.org/in3067-inm713/restaurants#UncleJohnsPizza","http://www.semanticweb.org/in3067-inm713/restaurants#3480SCarrierPkwy","http://www.semanticweb.org/in3067-inm713/restaurants#GrandPrairie"
"http://www.semanticweb.org/in3067-inm713/restaurants#Satsuma","http://www.semanticweb.org/in3067-inm713/restaurants#1707DelawareAve","http://www.semanticweb.org/in3067-inm713/restaurants#Wilmington"
"http://www.semanticweb.org/in3067-inm713/restaurants#GatehouseRestaurant","http://www.semanticweb.org/in3067-inm713/restaurants#116AnnSt","http://www.semanticweb.org/in3067-inm713/restaurants#Pickens"
"http://www.semanticweb.org/in3067-inm713/restaurants#ImosPizza","http://www.semanticweb.org/in3067-inm713/restaurants#2000ElLagoDr","http://www.semanticweb.org/in3067-inm713/restaurants#Arnold"
"http://www.semanticweb.org/in3067-inm713/restaurants#ApplebeesTracy","http://www.semanticweb.org/in3067-inm713/restaurants#3060NagleeRd","http://www.semanticweb.org/in3067-inm713/restaurants#Tracy"
"http://www.semanticweb.org/in3067-inm713/restaurants#JoeysNYPizza","http://www.semanticweb.org/in3067-inm713/restaurants#11165SEasternAve","http://www.semanticweb.org/in3067-inm713/restaurants#Henderson"
"http://www.semanticweb.org/in3067-inm713/restaurants#TowerHillTavern","http://www.semanticweb.org/in3067-inm713/restaurants#264LakesideAve","http://www.semanticweb.org/in3067-inm713/restaurants#Laconia"
"http://www.semanticweb.org/in3067-inm713/restaurants#DoubledavesPizzaWorks","http://www.semanticweb.org/in3067-inm713/restaurants#3505ALongmireDr","http://www.semanticweb.org/in3067-inm713/restaurants#CollegeStation"
"http://www.semanticweb.org/in3067-inm713/restaurants#GlutenfreeThings","http://www.semanticweb.org/in3067-inm713/restaurants#11651W64thAve","http://www.semanticweb.org/in3067-inm713/restaurants#Arvada"
"http://www.semanticweb.org/in3067-inm713/restaurants#MediterraneoRistorante","http://www.semanticweb.org/in3067-inm713/restaurants#22EnglarRd","http://www.semanticweb.org/in3067-inm713/restaurants#Westminster"
"http://www.semanticweb.org/in3067-inm713/restaurants#PatrickMolloysSportsPub","http://www.semanticweb.org/in3067-inm713/restaurants#50a","http://www.semanticweb.org/in3067-inm713/restaurants#HermosaBeach"
"http://www.semanticweb.org/in3067-inm713/restaurants#SalernosPizzaRestaurant","http://www.semanticweb.org/in3067-inm713/restaurants#19KellySt","http://www.semanticweb.org/in3067-inm713/restaurants#Luzerne"
"http://www.semanticweb.org/in3067-inm713/restaurants#NinosTrattoriaPizzeria","http://www.semanticweb.org/in3067-inm713/restaurants#111LawrenceRd","http://www.semanticweb.org/in3067-inm713/restaurants#LawrenceTownship"
"http://www.semanticweb.org/in3067-inm713/restaurants#OceanoBistroClayton","http://www.semanticweb.org/in3067-inm713/restaurants#44NBrentwood","http://www.semanticweb.org/in3067-inm713/restaurants#SaintLouis"
"http://www.semanticweb.org/in3067-inm713/restaurants#Brothers2","http://www.semanticweb.org/in3067-inm713/restaurants#2901WatsonBlvd","http://www.semanticweb.org/in3067-inm713/restaurants#Endicott"
"http://www.semanticweb.org/in3067-inm713/restaurants#UnoPizzeriaGrillSturbridge","http://www.semanticweb.org/in3067-inm713/restaurants#100CharltonRd","http://www.semanticweb.org/in3067-inm713/restaurants#Sturbridge"
"http://www.semanticweb.org/in3067-inm713/restaurants#DoubledavesPizzaworks","http://www.semanticweb.org/in3067-inm713/restaurants#401EWhitestoneBlvd","http://www.semanticweb.org/in3067-inm713/restaurants#CedarPark"
"http://www.semanticweb.org/in3067-inm713/restaurants#BuonCibo","http://www.semanticweb.org/in3067-inm713/restaurants#2631McingvaleRd","http://www.semanticweb.org/in3067-inm713/restaurants#Hernando"
"http://www.semanticweb.org/in3067-inm713/restaurants#TomatoBasil","http://www.semanticweb.org/in3067-inm713/restaurants#1876BlackRockTpke","http://www.semanticweb.org/in3067-inm713/restaurants#Fairfield"
"http://www.semanticweb.org/in3067-inm713/restaurants#Blockbuster","http://www.semanticweb.org/in3067-inm713/restaurants#1310NW23rdAve","http://www.semanticweb.org/in3067-inm713/restaurants#Gainesville"
"http://www.semanticweb.org/in3067-inm713/restaurants#LarosasPizzeria","http://www.semanticweb.org/in3067-inm713/restaurants#901LovelandMadeiraRd","http://www.semanticweb.org/in3067-inm713/restaurants#Loveland"
"http://www.semanticweb.org/in3067-inm713/restaurants#LarosasPizzeria","http://www.semanticweb.org/in3067-inm713/restaurants#901LovelandMadeiraRd","http://www.semanticweb.org/in3067-inm713/restaurants#Cincinnati"
"http://www.semanticweb.org/in3067-inm713/restaurants#LarosasPizzeria","http://www.semanticweb.org/in3067-inm713/restaurants#6607GlenwayAve","http://www.semanticweb.org/in3067-inm713/restaurants#Cincinnati"
"http://www.semanticweb.org/in3067-inm713/restaurants#LarosasPizzeria","http://www.semanticweb.org/in3067-inm713/restaurants#6607GlenwayAve","http://www.semanticweb.org/in3067-inm713/restaurants#Loveland"
"http://www.semanticweb.org/in3067-inm713/restaurants#MariosStatenIsland","http://www.semanticweb.org/in3067-inm713/restaurants#1657RichmondRd","http://www.semanticweb.org/in3067-inm713/restaurants#StatenIsland"
"http://www.semanticweb.org/in3067-inm713/restaurants#TheLookoutCatering","http://www.semanticweb.org/in3067-inm713/restaurants#8680PineviewLnN","http://www.semanticweb.org/in3067-inm713/restaurants#Osseo"
"http://www.semanticweb.org/in3067-inm713/restaurants#BostonsRestaurantSportsBar","http://www.semanticweb.org/in3067-inm713/restaurants#14004EIndianaAve","http://www.semanticweb.org/in3067-inm713/restaurants#Spokane"
"http://www.semanticweb.org/in3067-inm713/restaurants#RistoranteItaliano","http://www.semanticweb.org/in3067-inm713/restaurants#555SoquelAve","http://www.semanticweb.org/in3067-inm713/restaurants#SantaCruz"
"http://www.semanticweb.org/in3067-inm713/restaurants#ZiosItalianKitchenOlathe","http://www.semanticweb.org/in3067-inm713/restaurants#11981SStrangLineRd","http://www.semanticweb.org/in3067-inm713/restaurants#Olathe"
"http://www.semanticweb.org/in3067-inm713/restaurants#TownPub","http://www.semanticweb.org/in3067-inm713/restaurants#378BroadSt","http://www.semanticweb.org/in3067-inm713/restaurants#Bloomfield"
"http://www.semanticweb.org/in3067-inm713/restaurants#ILoveBagels","http://www.semanticweb.org/in3067-inm713/restaurants#28985GoldenLantern","http://www.semanticweb.org/in3067-inm713/restaurants#LagunaNiguel"
"http://www.semanticweb.org/in3067-inm713/restaurants#MingGardenCocktailsChineseRestaurant","http://www.semanticweb.org/in3067-inm713/restaurants#4138OgletownStantonRd","http://www.semanticweb.org/in3067-inm713/restaurants#Newark"
"http://www.semanticweb.org/in3067-inm713/restaurants#TascalisDecadesPastaGrill","http://www.semanticweb.org/in3067-inm713/restaurants#6007Us60E","http://www.semanticweb.org/in3067-inm713/restaurants#Barboursville"
"http://www.semanticweb.org/in3067-inm713/restaurants#ChenasAlaskanGrill","http://www.semanticweb.org/in3067-inm713/restaurants#4200BoatSt","http://www.semanticweb.org/in3067-inm713/restaurants#Fairbanks"
"http://www.semanticweb.org/in3067-inm713/restaurants#WestRiverCafe","http://www.semanticweb.org/in3067-inm713/restaurants#148WRiverSt","http://www.semanticweb.org/in3067-inm713/restaurants#Providence"
"http://www.semanticweb.org/in3067-inm713/restaurants#OriginalGiorgios","http://www.semanticweb.org/in3067-inm713/restaurants#14ScottAdamRd","http://www.semanticweb.org/in3067-inm713/restaurants#Cockeysville"
"http://www.semanticweb.org/in3067-inm713/restaurants#GinaMariasPizza","http://www.semanticweb.org/in3067-inm713/restaurants#1400CountyRoad101N","http://www.semanticweb.org/in3067-inm713/restaurants#Minneapolis"
"http://www.semanticweb.org/in3067-inm713/restaurants#Martinizing","http://www.semanticweb.org/in3067-inm713/restaurants#14805W64thAve","http://www.semanticweb.org/in3067-inm713/restaurants#Arvada"
"http://www.semanticweb.org/in3067-inm713/restaurants#NypdPizza","http://www.semanticweb.org/in3067-inm713/restaurants#400SOrlandoAve","http://www.semanticweb.org/in3067-inm713/restaurants#Maitland"
"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaBistro","http://www.semanticweb.org/in3067-inm713/restaurants#4952MerrickRd","http://www.semanticweb.org/in3067-inm713/restaurants#MassapequaPark"
